,,noxc,noxc,noxc,noxc,noxc,noxc,SCF,SCF,SCF,SCF,SCF,SCF,corr,corr,corr,corr,corr,corr,HF,HF,HF,HF,HF,HF,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,LDA_X,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,GGA_X_B88,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,LDA_C_VWN_RPA,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,GGA_C_LYP,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_OS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS,MP2_SS
T145,0989,23.00677285,23.00663737,19.8155327,0.0,8.573000000000001e-05,0.0,14.85810188,14.85801054,12.07373289,0.0,1.698e-05,0.0,8.14867097,8.14862682,7.74179981,0.0,6.874999999999999e-05,0.0,-9.44233805,-9.44217565,-8.83619831,-0.0,-9.5525e-05,-0.0,-7.17198562,-7.17186891,-6.76038462,-0.0,-7.49e-05,-0.0,-7.24944544,-7.24929932,-6.9775537,-0.0,-0.000104165,-0.0,-0.62988202,-0.62987613,-0.5822503,-0.0,-4.92e-06,-0.0,-0.72287159,-0.72286535,-0.6668548,-0.0,-5.405e-06,-0.0,-0.40686853,-0.40686339,-0.34944173,-0.0,1.17e-06,-0.0,1.02581685,1.02579782,0.94920871,0.0,6.435e-06,0.0,0.94485529,0.94484334,0.72085797,0.0,8.49e-06,0.0
T145,0998,7.91405856,7.72248181,7.43119691,0.007253175000000001,0.0,-0.0,4.7167627,4.70500983,4.46805958,0.0882081,0.0,-0.0,3.19729587,3.01747198,2.96313734,-0.08095492,0.0,-0.0,-3.95800886,-3.69450186,-3.57745292,0.059483,-0.0,0.0,-2.76254185,-2.63731046,-2.59096945,0.07171965,-0.0,0.0,-2.8729766,-2.70639872,-2.66653866,0.07688236500000001,-0.0,0.0,-0.18950873,-0.1815241,-0.18168332,0.008711935,0.0,0.0,-0.21328962,-0.20448548,-0.20486109,0.010148345,0.0,0.0,-0.09341842,-0.09911436,-0.10071442,0.007315615,0.0,0.0,0.89207134,0.86189197,0.76202001,0.046055265,0.0,-0.0,0.53795952,0.49800548,0.43475599,0.01794929,0.0,-0.0
T145,1003,9.66775674,11.81621446,8.04644603,0.79042854,-0.0,-0.0,6.08597002,7.81324171,4.66357595,0.48496627,-0.0,-0.0,3.58178672,4.00297275,3.38287008,0.305462275,-0.0,-0.0,-4.4372288,-4.81280475,-3.74487707,-0.406489235,0.0,0.0,-3.07891937,-3.50654686,-2.99771438,-0.23805479499999999,0.0,0.0,-3.20456711,-3.5934539,-3.09794577,-0.27033854999999996,0.0,0.0,-0.22284961,-0.25599501,-0.23455003,-0.021108130000000003,0.0,0.0,-0.25174581,-0.28989075,-0.26640606,-0.024123640000000002,0.0,0.0,-0.11462313,-0.14500717,-0.1394758,-0.0072930700000000005,0.0,0.0,0.97676638,0.57023921,0.37900957,-0.051497425,0.0,0.0,0.65605624,0.65629649,0.27509583,0.072873755,0.0,0.0
T145,1014,11.76906472,16.56884224,9.80709402,-2.1752191549999997,0.0,-0.0,7.2729334,11.29821361,5.88896494,-2.14219348,-0.0,-0.0,4.49613132,5.27062863,3.91812907,-0.03302567,0.0,-0.0,-4.77470967,-5.88823856,-4.17059694,-0.011939024999999999,0.0,0.0,-3.9882616,-4.61586922,-3.46286408,0.06612289,-0.0,0.0,-4.10343025,-4.7613291,-3.58633789,0.026950099999999998,-0.0,0.0,-0.37288701,-0.42795351,-0.31752442,0.008203895,0.0,-0.0,-0.42936239,-0.49222232,-0.36471464,0.009586035,-0.0,-0.0,-0.22986417,-0.24941249,-0.19210732,0.011026975000000001,0.0,0.0,0.04931695,-0.24856255,0.19409919,0.32118562,-0.0,-0.0,0.34896192,0.70949368,0.26357328,-0.02862863,-0.0,0.0
T145,1019,19.49398373,16.34767399,13.55789207,-0.90171252,-0.1681657,0.219292235,12.73639306,10.54102984,8.06617487,-0.94197057,-0.04828988,0.32110737,6.75759067,5.80664414,5.4917172,0.040258050000000004,-0.11987582,-0.10181513,-8.13060219,-6.64918402,-6.04590391,0.02530552,0.166874615,0.154685565,-5.83628451,-5.1021098,-4.86862335,-0.036035035,0.09031551,0.069827755,-6.06114537,-5.26000924,-5.01825018,-0.065723335,0.10657177000000001,0.090951845,-0.45825372,-0.41066798,-0.39853229,-0.002612805,0.00690964,0.005652195,-0.52045298,-0.4677988,-0.45483788,-0.003063465,0.007800995,0.006399865,-0.24908146,-0.23781275,-0.23895549,0.0067547,0.0012704650000000001,-0.0017351649999999999,0.88468211,0.63306821,0.5346836,0.054980975,-0.031508369999999994,-0.06150845,0.86343757,0.55245494,0.33964271,-0.00657472,-0.027879125,-0.03752798
T145,1032,7.71678763,7.50425428,6.96045987,0.012576135,0.0,-0.0,4.46984246,4.7184859,4.0943327,-0.05975853,0.0,-0.0,3.24694517,2.78576839,2.86612717,0.07233466499999999,0.0,-0.0,-3.79504135,-3.401501,-3.29529637,-0.07404944,-0.0,0.0,-2.82535859,-2.40612866,-2.50480809,-0.042111140000000005,-0.0,0.0,-2.93455765,-2.50872307,-2.59892777,-0.07137479499999999,-0.0,0.0,-0.22145683,-0.17431322,-0.1973769,-0.00834284,-0.0,0.0,-0.25181857,-0.19676984,-0.22433049,-0.0097336,0.0,0.0,-0.12487017,-0.08555998,-0.11458412,-0.00113597,0.0,0.0,0.56840201,0.70517314,0.44711568,-0.06504557,0.0,0.0,0.39181267,0.45233581,0.27684818,-0.00700132,0.0,0.0
T145,1046,6.6009393,6.6009393,16.62281788,-0.0,-0.0,0.0,3.70041157,3.70041157,12.55539711,-0.0,-0.0,0.0,2.90052773,2.90052773,4.06742077,-0.0,-0.0,0.0,-2.99087757,-2.99087757,-4.48545234,0.0,0.0,-0.0,-2.6582305,-2.6582305,-3.70854102,0.0,0.0,-0.0,-2.67560664,-2.67560664,-3.7244361,0.0,0.0,-0.0,-0.21485909,-0.21485909,-0.26219866,0.0,0.0,-0.0,-0.24465196,-0.24465196,-0.29654019,0.0,0.0,-0.0,-0.14424592,-0.14424592,-0.16756037,0.0,0.0,-0.0,0.20575479,0.20575479,2.62862957,-0.0,-0.0,0.0,0.08649125,0.08649125,0.80447994,-0.0,-0.0,0.0
T145,1047,18.71054939,14.88288288,11.80367128,-0.012778600000000001,-0.06726776000000001,-0.36809547,12.54703586,9.49509065,6.58460236,0.19519283,-0.04079537,-0.22429579,6.16351353,5.38779223,5.21906892,-0.20797143499999998,-0.02647239,-0.14379967500000002,-7.44419656,-6.33936034,-5.61904521,0.291428195,0.027439275,0.126154605,-5.34093678,-4.69423163,-4.6632036,0.16352335,0.023320435,0.12964510499999998,-5.46561125,-4.80684997,-4.76497432,0.18035336,0.023773395,0.14267528499999999,-0.4436774,-0.3999488,-0.39728897,0.01205016,0.003187705,0.007879305,-0.50683034,-0.4573446,-0.45538461,0.013788215,0.003749455,0.008943615,-0.2665423,-0.24272356,-0.25302246,0.00513101,0.00164906,0.0046079250000000006,1.75939743,1.26677925,0.70338572,-0.13186409500000001,0.008131295,0.22932097499999998,1.3912489,1.00013032,0.4759934,-0.08729895,-0.006011115,0.045596375
T145,1048,23.33426097,16.20526058,11.86538592,0.26871390500000003,1e-07,-1.409e-05,16.5937173,10.6018186,6.9419797,0.19912358,2.3e-07,-1.238e-05,6.74054367,5.60344199,4.92340623,0.069590335,-1.3e-07,-1.72e-06,-8.23887912,-6.26018482,-5.06528039,0.199869235,-2.9e-07,2.97e-06,-5.86329786,-4.97130624,-4.46665404,-0.140496085,2.3e-07,1.37e-06,-5.9277474,-5.07100144,-4.53773408,-0.11361310499999999,2e-07,1.31e-06,-0.48153069,-0.41877305,-0.38288572,-0.01211554,2e-08,9e-08,-0.54916906,-0.47853195,-0.43831915,-0.014201835,3e-08,1e-07,-0.31036625,-0.26129973,-0.25010455,-0.017119500000000003,3e-08,7e-08,1.09594239,0.90027569,0.24973665,-0.375498385,5.7e-07,-5.8e-07,0.80081438,0.64980803,0.15635006,-0.25360988,3.9e-07,-4.5e-07
T145,1049,31.08133642,21.04182077,15.96661888,1.126139815,-1.817e-05,-1.469e-05,20.98350283,12.31604793,8.50103794,0.40936162,-6.6e-06,-2.16e-06,10.09783358,8.72577285,7.46558094,0.7167781950000001,-1.157e-05,-1.253e-05,-12.05114533,-9.84291961,-7.70164336,-0.773332055,1.383e-05,1.392e-05,-8.77136845,-7.64564502,-6.7284074,-0.6413740349999999,1e-05,1.12e-05,-8.91372912,-7.83552836,-6.83186218,-0.6591368950000001,9.92e-06,1.112e-05,-0.77385264,-0.70061946,-0.6188154,-0.05190935,1.18e-06,1.19e-06,-0.8939227,-0.80926669,-0.71556666,-0.059917245,1.4e-06,1.39e-06,-0.4914758,-0.43266554,-0.4100471,-0.030701975,7.4e-07,7.1e-07,3.51433278,1.44729493,0.31415941,0.09719953,-1.07e-06,3.49e-06,1.99189207,0.97698328,0.24903523,0.10931257,-2.03e-06,-2.08e-06
T145,1074,14.02648668,14.63367355,8.7297131,-0.32975085,-0.0,0.0,9.05440678,9.84014842,5.07951628,-0.32547466,-0.0,0.0,4.9720799,4.79352514,3.65019682,-0.00427619,-0.0,0.0,-5.59635114,-5.46115858,-3.8138823,-0.020334690000000002,0.0,-0.0,-4.40821445,-4.23116214,-3.28591466,0.007318275,0.0,-0.0,-4.47528527,-4.29939518,-3.36820405,0.005871795,0.0,-0.0,-0.37337781,-0.36631816,-0.27578021,0.004904475,0.0,-0.0,-0.42745089,-0.41941186,-0.31507229,0.005990505,0.0,-0.0,-0.24285453,-0.23164743,-0.1723133,0.0029144749999999997,0.0,-0.0,0.99060945,0.86424467,0.32274465,0.075775915,0.0,0.0,0.51984962,0.57693834,0.18217666,0.01439141,0.0,0.0
T145,1085,18.58138623,16.01000038,12.81915588,0.16188808,0.82095577,0.16486973,12.33253448,10.32115878,6.89895878,0.1313193,0.30859744,0.03145536,6.24885174,5.6888416,5.9201971,0.030568785,0.51235833,0.13341436499999998,-7.20631249,-6.67143184,-6.31067895,0.074551635,-0.6194049500000001,-0.119627825,-5.4881571,-4.95716823,-5.28845361,-0.047148035,-0.43257764,-0.125083365,-5.5976284,-5.09103472,-5.40715996,-0.058704835,-0.44976421,-0.12594937,-0.46874928,-0.41818159,-0.4655504,-0.00069483,-0.0416174,-0.010220275000000001,-0.5371105,-0.47868554,-0.53552338,-0.0007138699999999999,-0.048436660000000006,-0.012069054999999999,-0.29163387,-0.24873557,-0.29646002,0.000864695,-0.025742425,-0.0080083,1.00877361,1.19917011,0.58242144,-0.124287465,0.09803711500000001,-0.025367055,0.96726662,0.96978596,0.45403911,-0.131636125,0.09396594,-0.01464118
T145,1108,32.83683359,22.52973596,16.12004394,0.69473716,1.043e-05,-2.939e-05,21.80415774,13.15434419,9.09707306,0.56749851,6.89e-06,-2.253e-05,11.03267585,9.37539176,7.02297088,0.12723865,3.55e-06,-6.86e-06,-14.07892006,-10.61129958,-7.33918643,-0.27805276,-4.8e-06,1.131e-05,-9.42338386,-8.2165805,-6.32204729,-0.07377116,-2.89e-06,5.4e-06,-9.57880925,-8.44578861,-6.4333624,-0.0924771,-3.04e-06,5.43e-06,-0.78064432,-0.72228324,-0.5583565,-0.002892535,-2.6e-07,3.9e-07,-0.89668479,-0.83123213,-0.64256161,-0.003265015,-2.9e-07,4.4e-07,-0.48868406,-0.44106516,-0.36467186,0.001682285,-1.3e-07,2.1e-07,4.07006115,1.49577126,0.27181089,0.43913001500000004,1.25e-06,-5.75e-06,2.16743842,0.88524631,0.25501929,0.05729434,9.4e-07,-3.2e-06
T145,1109,10.40957877,25.55260735,10.40953027,-0.027598369999999997,-0.0,-0.0,6.03788651,17.64126306,6.03785733,-0.02127048,0.0,-0.0,4.37169226,7.91134429,4.37167294,-0.00632789,-0.0,-0.0,-4.52268776,-10.05180237,-4.52268002,0.009796415,0.0,-0.0,-3.93467633,-6.65902773,-3.9346757,0.00491834,0.0,0.0,-4.007059,-6.91950424,-4.00706698,0.005215725,0.0,0.0,-0.35821026,-0.5729655,-0.35820834,0.000392525,0.0,0.0,-0.41124771,-0.65529466,-0.41124495,0.000446435,0.0,0.0,-0.23351198,-0.32315597,-0.23350875,0.0001735,0.0,0.0,-0.03661137,-0.13984993,-0.03662485,0.000304635,0.0,0.0,0.09529769,1.09162034,0.09528719,-0.0017057349999999999,-0.0,0.0
T145,1115,26.87524076,22.21182336,16.61355629,0.264651535,0.150324475,0.21722171,18.09176929,12.94545073,9.38443447,-0.02308422,0.08152868,0.01626311,8.78347147,9.26637263,7.22912182,0.28773574999999996,0.068795785,0.2009586,-10.36467284,-10.64976201,-7.73518603,-0.4787459,-0.07399686,-0.259860005,-7.58338391,-8.04817544,-6.41981971,-0.20974545,-0.06464296,-0.16952355000000002,-7.84817127,-8.30265809,-6.58883052,-0.218102765,-0.05997155,-0.170959165,-0.65819816,-0.72743188,-0.58059922,-0.02259605,-0.006311705,-0.016348295,-0.75728926,-0.83909709,-0.66935505,-0.026922599999999998,-0.007433455,-0.019034055,-0.38191304,-0.43850476,-0.36720036,-0.016135154999999998,-0.005152545,-0.01081927,2.4367084,1.69604056,0.57476309,0.156131525,0.04579386,0.05152591,1.35446569,1.07237754,0.40718599,0.14329621,0.0026147699999999998,0.043390004999999995
T145,1117,15.96758898,13.83629717,12.48440461,0.53696279,0.22692189000000001,0.61832311,10.01418959,8.53189556,6.43513626,0.14482798,-0.0253602,0.1179495,5.95339938,5.30440161,6.04926835,0.39213481,0.252282085,0.50037361,-6.71682709,-6.18899266,-6.55352528,-0.5122375800000001,-0.30419053500000004,-0.579787565,-5.26935475,-4.62770999,-5.3772698,-0.31126205500000004,-0.211433075,-0.42975171,-5.35830784,-4.75267161,-5.48900308,-0.33962009,-0.22386962500000002,-0.44509077500000005,-0.45587964,-0.39419879,-0.48310182,-0.03277941,-0.018344964999999998,-0.042690195,-0.52378555,-0.4516217,-0.55708051,-0.03825154,-0.021432905000000002,-0.049952745,-0.28521191,-0.23292983,-0.30912137,-0.01602485,-0.011405015000000001,-0.024778994999999998,0.583064,1.16508811,0.58110963,0.08156559,0.11057899,0.026598825,0.73273719,0.86328717,0.4710553,0.083217215,0.04270494,0.07756748
T145,1119,17.83881332,39.65156487,25.09578746,-1.0167883949999998,-0.0,-0.0,9.93358592,27.08006744,14.42171474,-0.76971716,-0.0,-0.0,7.9052274,12.57149743,10.67407272,-0.247071235,0.0,-0.0,-8.24154988,-15.5222915,-12.05063416,0.314302425,0.0,0.0,-7.11960979,-10.75254191,-9.39047381,0.212546535,-0.0,0.0,-7.24460304,-11.05442241,-9.59170562,0.21400186999999998,-0.0,0.0,-0.62836986,-0.91051809,-0.84146327,0.018236555,0.0,0.0,-0.72353507,-1.04820192,-0.97045928,0.021119924999999998,0.0,0.0,-0.41200431,-0.55398106,-0.52141267,0.011270474999999999,0.0,0.0,0.46758379,5.53176102,1.89261468,-0.21827035,0.0,-0.0,0.3126824,2.61179711,1.0843636,-0.053173305000000004,0.0,0.0
T145,1135,19.93691038,23.63652257,21.5373114,-0.232823565,-0.0,-0.0,11.18074279,14.32605564,14.3628634,-0.43688581,0.0,-0.0,8.75616759,9.31046693,7.174448,0.20406224499999998,-0.0,-0.0,-9.73170586,-10.70581208,-8.25888,-0.26200066,0.0,0.0,-7.60005445,-8.02390212,-6.1771785,-0.149531955,0.0,0.0,-7.93598054,-8.39371808,-6.49240605,-0.189393105,0.0,0.0,-0.69954545,-0.71652025,-0.55218524,-0.013720715000000001,0.0,0.0,-0.80723105,-0.82426543,-0.633776,-0.015680285000000002,0.0,0.0,-0.41296265,-0.40372065,-0.28863703,-0.00042712999999999996,0.0,0.0,0.92413172,1.20335888,0.89532652,0.108938115,-0.0,-0.0,0.75272837,1.15309078,0.97504102,0.01519045,0.0,0.0
T145,1149,13.20165545,12.47356294,9.43794362,-0.02518061,0.0,0.0,8.36182466,8.37780333,5.07589508,0.16839927,0.0,-0.0,4.83983079,4.09575961,4.36204854,-0.19357987999999998,0.0,0.0,-5.51494101,-4.50151442,-4.50492256,0.22435914499999998,-0.0,-0.0,-4.25284855,-3.64923083,-3.92758525,0.168613975,-0.0,-0.0,-4.33354309,-3.70751013,-3.9971686,0.17332247499999998,-0.0,-0.0,-0.37883224,-0.32370386,-0.36028348,0.01321979,-0.0,-0.0,-0.43494814,-0.37115632,-0.41494524,0.015307765000000001,-0.0,-0.0,-0.23924681,-0.20194806,-0.23459774,0.009282895,-0.0,-0.0,0.87854063,0.51655021,0.2500948,-0.058625915,0.0,-0.0,0.60831807,0.35764507,0.18040929,-0.030813325000000003,-0.0,-0.0
T145,1193,15.13260925,10.57568789,9.95622247,0.67659413,-4.109e-05,3.7e-07,10.39673378,6.38126387,5.38879228,0.49480669,-1.055e-05,-1.308e-05,4.73587547,4.19442401,4.5674302,0.18178744,-3.054e-05,1.345e-05,-5.52919891,-4.57723774,-4.92307155,-0.18347023,2.908e-05,-1.689e-05,-4.21531435,-3.77018581,-4.10692921,-0.17305023,2.839e-05,-1.115e-05,-4.22071893,-3.80414708,-4.14652709,-0.168111855,2.79e-05,-1.172e-05,-0.34072569,-0.31786241,-0.35225582,-0.01158995,2.78e-06,-1.11e-06,-0.38927107,-0.36401907,-0.40404237,-0.013187995000000001,3.25e-06,-1.29e-06,-0.22210494,-0.20892896,-0.237076,-0.00951257,2.18e-06,-6.2e-07,1.077942,0.49640781,0.44424286,0.184838635,-2.2e-07,5.9e-07,0.72512513,0.28425685,0.24074076,0.018649765,-7.9e-07,2.94e-06
T145,1194,18.54670171,11.68131984,10.92415128,1.4125553800000001,0.100949425,0.11794512,12.70548993,7.06068226,6.02402301,1.05017873,-0.00629568,-0.06533641,5.84121178,4.62063759,4.90012826,0.36237665500000005,0.10724510500000001,0.183281535,-6.78659819,-5.01083477,-5.30413496,-0.38977260999999996,-0.106405365,-0.18522532,-5.20541584,-4.14620485,-4.39114686,-0.338964795,-0.091378195,-0.15343466500000003,-5.17809339,-4.19027263,-4.4374617,-0.3189374,-0.10366499,-0.178886865,-0.44677924,-0.36061964,-0.38585947,-0.031447459999999997,-0.006483545,-0.00858169,-0.51260991,-0.41382665,-0.44336094,-0.036459544999999996,-0.007464045,-0.00971665,-0.29846191,-0.23598571,-0.25779449,-0.025595899999999998,-0.00320267,-0.004107985,0.93557884,0.44768041,0.48930298,0.12234661499999999,0.0336948,0.09879306,0.91329622,0.30649769,0.27419442,0.055338965000000004,0.00337331,0.00563377
T145,1197,14.80229766,10.87368639,9.75899558,-0.43400158,-0.0,0.0,10.00028185,6.51940906,5.39723424,-0.38407718,-0.0,0.0,4.8020158,4.35427733,4.36176134,-0.049924399999999994,-0.0,-0.0,-5.76095498,-4.76927173,-4.68799774,-0.058310089999999995,0.0,-0.0,-4.24203744,-3.89486805,-3.91716924,0.0781555,0.0,-0.0,-4.26214842,-3.94941528,-3.96881248,0.06289163,0.0,-0.0,-0.3331674,-0.33059576,-0.33505054,0.009432965000000001,0.0,-0.0,-0.37951945,-0.37839738,-0.38402007,0.011086055000000001,0.0,-0.0,-0.20928869,-0.21410971,-0.22253105,0.009831725,0.0,-0.0,0.72194035,0.33564496,0.30646893,0.253930275,-0.0,0.0,0.76626644,0.26684057,0.19761404,0.066753115,-0.0,-0.0
T145,1207,8.33039262,8.33039262,26.23933523,0.0,0.0,0.0,4.91020204,4.91020204,19.02514565,-0.0,0.0,0.0,3.42019057,3.42019057,7.21418958,0.0,0.0,0.0,-3.51394282,-3.51394282,-9.78630667,-0.0,-0.0,-0.0,-3.1269633,-3.1269633,-6.10763609,-0.0,-0.0,-0.0,-3.15730136,-3.15730136,-6.12684026,-0.0,-0.0,-0.0,-0.25724095,-0.25724095,-0.47027589,-0.0,-0.0,-0.0,-0.29291359,-0.29291359,-0.53277064,-0.0,-0.0,-0.0,-0.17078336,-0.17078336,-0.3157311,-0.0,-0.0,-0.0,0.10281267,0.10281267,0.69774733,0.0,0.0,0.0,0.07669471,0.07669471,1.37941949,0.0,0.0,0.0
T145,1209,17.82362589,16.30146694,12.59388915,0.13501888,0.0,0.0,11.64666175,10.49304959,7.45495145,0.23156198,0.0,0.0,6.17696414,5.80841735,5.1389377,-0.09654309999999999,0.0,0.0,-7.2613624,-6.53049183,-5.54350781,0.32256687,0.0,-0.0,-5.3107431,-5.04401492,-4.52952994,0.008312355,0.0,0.0,-5.57004785,-5.29155842,-4.70579632,0.06837,0.0,0.0,-0.44708913,-0.43544461,-0.39824862,-0.0049818499999999995,0.0,0.0,-0.51043828,-0.49809849,-0.4566636,-0.006777989999999999,0.0,-0.0,-0.23740583,-0.2395447,-0.238356,-0.02071087,0.0,0.0,0.80157461,0.26725579,0.33470131,-0.31696275500000004,-0.0,0.0,0.90671811,0.59044071,0.31512951,-0.139074265,0.0,0.0
T145,1241,11.79421872,7.18961681,7.24843434,1.322167405,0.10016531000000001,0.09883602999999999,8.04094955,4.17658105,3.84396516,0.99102039,0.00351734,-0.07410733,3.75326918,3.01303576,3.40446918,0.33114702500000004,0.09664796,0.17294336,-4.32863446,-3.30511249,-3.67571088,-0.30038898,-0.10255184,-0.179516,-3.36948012,-2.69631286,-3.04647191,-0.31100337499999997,-0.081923485,-0.142286615,-3.35727189,-2.74463153,-3.10073109,-0.303053145,-0.090879995,-0.167427435,-0.26875893,-0.22153302,-0.26104124,-0.03320572,-0.006403275,-0.008934234999999999,-0.30677074,-0.25302716,-0.29917394,-0.038676970000000005,-0.007421535,-0.010250445,-0.17586937,-0.13837869,-0.16821097,-0.02548292,-0.0033784649999999998,-0.0038968,0.70408573,0.34676311,0.3479222,-0.062306265,0.02838756,0.09264311,0.64168001,0.27718426,0.25936139,0.022597445,0.006483445,0.008404495
T145,1250,13.14114532,10.70857117,9.85704952,0.02863107,0.011375525000000001,0.234173385,8.45539244,6.66936788,5.83250264,-0.00780829,0.02290446,0.18870055,4.68575288,4.03920329,4.02454687,0.036439365,-0.011528935,0.045472830000000006,-5.62161077,-4.70633551,-4.51746576,-0.06405521,0.010153695,-0.0603222,-4.0293284,-3.50851749,-3.52767449,-0.040611085000000005,0.015995195,-0.039935945,-4.19565566,-3.64651271,-3.65950731,-0.021871775,0.00873007,-0.036723925000000004,-0.32642607,-0.2895997,-0.29446868,-0.0016691850000000001,0.00088419,-0.00312231,-0.37121421,-0.32975691,-0.33595724,-0.001934025,0.00104182,-0.00357942,-0.18227619,-0.15943167,-0.17301684,-0.005262845,0.00214081,-0.00379607,0.72343792,0.63865145,0.51426542,0.069986715,-0.015780525,0.000400745,0.58853363,0.5037024,0.3536123,0.012423685,-0.0035613249999999997,-0.009383495
T145,1251,15.85610843,19.71971555,23.89180928,-0.37453732,-0.0,0.0,8.59646987,11.00528818,15.61048076,-0.2924529,0.0,0.0,7.25963856,8.71442738,8.28132852,-0.08208442,-0.0,0.0,-7.84797913,-9.98233386,-10.11709998,0.153313535,0.0,-0.0,-6.42057437,-7.56322971,-7.06351269,0.05442273,0.0,-0.0,-6.5816318,-7.79511736,-7.31487448,0.060504255,0.0,-0.0,-0.59327066,-0.70158951,-0.61998539,0.00756765,0.0,-0.0,-0.68557677,-0.81106137,-0.71433243,0.008864665,-0.0,-0.0,-0.37948201,-0.42736474,-0.35815218,0.002217535,0.0,-0.0,0.65220183,1.61752676,2.81607556,-0.009002895,0.0,-0.0,0.42235325,0.87760225,1.35160797,-0.05158034,0.0,0.0
T145,1256,39.98609938,21.93261359,16.29041587,0.9583809999999999,0.0,-0.0,28.55853935,13.71207358,9.22249581,1.00154207,0.0,-0.0,11.42756003,8.22054001,7.06792006,-0.043161080000000004,-0.0,-0.0,-15.57327856,-9.08524609,-7.2520115,0.365212975,-0.0,0.0,-9.50452846,-7.32012032,-6.41301136,-0.047856579999999996,-0.0,0.0,-9.72086702,-7.43926321,-6.49821183,-0.029891914999999998,-0.0,0.0,-0.7889392,-0.62332723,-0.56459835,-0.00058296,-0.0,0.0,-0.90396858,-0.71475534,-0.64906887,-0.0005297450000000001,-0.0,0.0,-0.47103715,-0.40216566,-0.3732997,-0.005472805000000001,-0.0,0.0,4.60679164,1.31988427,0.30289034,0.09305503000000001,0.0,0.0,3.05943136,0.84962941,0.18268707,-0.216099425,0.0,0.0
T145,1314,13.14629351,16.88637561,16.26168357,-0.23449637,0.0,-0.0,8.18832417,10.49140698,9.26450029,-0.30817167,0.0,-0.0,4.95796934,6.39496863,6.99718328,0.0736753,0.0,-0.0,-5.48963942,-7.29725912,-7.95109533,-0.07480776,-0.0,0.0,-4.286203,-5.51171894,-6.00470894,-0.06434818,0.0,0.0,-4.53072004,-5.78267345,-6.34010063,-0.06917870500000001,0.0,0.0,-0.38496062,-0.49716525,-0.54861665,-0.004579235,0.0,0.0,-0.44195747,-0.57141966,-0.63185375,-0.005274405,-0.0,0.0,-0.21112248,-0.27450246,-0.29820638,-0.00345902,0.0,0.0,0.45885486,0.61912106,0.80227241,0.010065194999999999,-0.0,0.0,0.3971841,0.71351833,0.70960209,-0.013571264999999999,-0.0,-0.0
T145,1315,12.68596699,13.24552581,9.28329452,0.23582277499999998,-0.0,0.0,7.54642671,8.2918359,5.60870835,-0.15446586,-0.0,0.0,5.13954028,4.95368991,3.67458617,0.390288635,-0.0,0.0,-6.14072752,-5.64486178,-4.01736334,-0.481543955,0.0,-0.0,-4.34871242,-4.29379512,-3.21152989,-0.324108455,0.0,-0.0,-4.60832607,-4.47268723,-3.36105213,-0.342969545,0.0,0.0,-0.38668655,-0.38023345,-0.28349043,-0.030267614999999998,0.0,0.0,-0.44325077,-0.43628547,-0.32478582,-0.03528766,0.0,0.0,-0.19890586,-0.21965153,-0.16360437,-0.017686605,0.0,0.0,0.93710076,0.51395125,0.33530554,0.17139375499999998,0.0,0.0,0.82978624,0.5911828,0.2801833,0.07863547500000001,0.0,0.0
T145,1332,25.06797472,21.62752158,13.6951473,-0.041699164999999996,0.028966215,0.046085064999999995,15.63879458,13.5857056,7.68770083,0.06815752,0.01766224,0.00028991,9.42918014,8.04181598,6.00744647,-0.10985669,0.011303965,0.045795155000000004,-11.28457951,-9.02193718,-6.18437128,0.115280525,-0.016622545000000002,-0.06254752,-8.16791993,-7.08413643,-5.41650215,0.08988002,-0.008378469999999999,-0.03702994,-8.28894806,-7.25529099,-5.52460496,0.13278224,-0.009492335000000001,-0.038806545,-0.74605488,-0.62705758,-0.48350416,0.0014566800000000001,-0.00069631,-0.00356172,-0.86196066,-0.72231986,-0.55677805,0.000564525,-0.00078735,-0.004126085,-0.47808436,-0.38229156,-0.31331068,-0.019983624999999998,-0.00043051,-0.00198509,1.54243706,1.37410272,0.20307832,-0.27989979,0.002431115,0.025723370000000002,0.95384846,0.79474022,0.20368202,-0.197503035,0.00276676,0.00983796
