,,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
T145,1085,11.96386495,9.93511362,6.70929172,0.15479407,0.26376515,0.03539161,0.2371068,0.30466428,0.16836604,-0.021105995000000002,0.03606052,-0.00382037,12.20097175,10.2397779,6.87765776,0.133688075,0.29982566,0.031571249999999995,11.98698056,9.95504964,6.73190859,0.15913089,0.26488421,0.03349359,0.22989431,0.29829462,0.1573624,-0.022008385,0.034572950000000005,-0.003993065,12.21687487,10.25334427,6.88927099,0.1371225,0.29945716,0.02950052,11.98918491,9.95667172,6.73336758,0.1596239,0.2649855,0.03340678,0.22824699,0.29642405,0.15370065,-0.02211159,0.034156450000000005,-0.00399657,12.21743189,10.25309577,6.88706823,0.137512305,0.29914195,0.02941021,11.9739582,9.94278454,6.71576791,0.15755004,0.26280222,0.03361512,0.23655457,0.30478859,0.16141578,-0.022101265000000002,0.03515832,-0.004223365,12.21051277,10.24757313,6.87718369,0.13544877500000002,0.29796054,0.029391755,11.98621145,9.95337052,6.72946568,0.15881093,0.26489212,0.03377853,0.23065522,0.29938275,0.1548331,-0.02248031,0.03423511,-0.00408276,12.21686668,10.25275328,6.88429878,0.13633062,0.29912723,0.02969577,11.98606156,9.95417378,6.73047667,0.15891943,0.26481674,0.03360575,0.22677666,0.29607688,0.15151545,-0.022680134999999997,0.03385231,-0.00408838,12.21283822,10.25025066,6.88199212,0.13623929,0.29866905,0.029517365
T145,1108,20.67730648,12.6204059,8.91938167,0.49475013,6.43e-06,-2.104e-05,0.96080273,0.39960172,0.0940664,0.127753075,2.8e-07,-1.24e-06,21.63810921,13.02000762,9.01344807,0.622503205,6.7e-06,-2.228e-05,20.71336901,12.66666513,8.95460002,0.49287306,6.45e-06,-2.104e-05,0.93661574,0.379503,0.07491516,0.12696726000000003,2.8e-07,-1.23e-06,21.64998475,13.04616813,9.02951518,0.619840325,6.72e-06,-2.227e-05,20.7190122,12.669676,8.95828111,0.49287312,6.45e-06,-2.104e-05,0.92807621,0.37359888,0.07014154,0.12696354999999998,2.7e-07,-1.22e-06,21.64708841,13.04327489,9.02842266,0.61983667,6.72e-06,-2.226e-05,20.68916797,12.62535099,8.89071181,0.49481104,6.48e-06,-2.112e-05,0.94712931,0.38588456,0.0771094,0.126955655,2.8e-07,-1.25e-06,21.63629727,13.01123555,8.96782121,0.6217666900000001,6.76e-06,-2.236e-05,20.71000762,12.66072698,8.94561855,0.49310289,6.45e-06,-2.105e-05,0.93218558,0.37538911,0.0703017,0.126925375,2.8e-07,-1.23e-06,21.6421932,13.03611609,9.01592026,0.62002826,6.73e-06,-2.228e-05,20.71128418,12.66064916,8.94631254,0.49328327,6.45e-06,-2.105e-05,0.92239932,0.36909196,0.06577561,0.126936975,2.7e-07,-1.22e-06,21.6336835,13.02974112,9.01208815,0.6202202450000001,6.72e-06,-2.227e-05
T145,1109,5.94270447,16.84443145,5.94266155,-0.02004569,-0.0,0.0,0.0009094,0.07248106,0.00090481,-8.8635e-05,0.0,-0.0,5.94361387,16.91691251,5.94356636,-0.02013432,-0.0,0.0,5.96519364,16.85186201,5.96515002,-0.02001549,0.0,-0.0,-0.00410952,0.07102193,-0.00411284,-9.338e-05,0.0,-0.0,5.96108412,16.92288394,5.96103717,-0.020108875,0.0,-0.0,5.96559928,16.85225872,5.96555554,-0.02001532,0.0,0.0,-0.005073,0.0704038,-0.00507631,-9.3285e-05,-0.0,-0.0,5.96052628,16.92266252,5.96047923,-0.020108605,0.0,0.0,5.94014517,16.85571469,5.94010119,-0.02007069,0.0,-0.0,0.00259235,0.08424818,0.00258821,-0.00010528,-0.0,0.0,5.94273752,16.93996287,5.94268941,-0.02017597,0.0,-0.0,5.96144261,16.8544838,5.96139874,-0.02002659,-0.0,0.0,-0.00211898,0.07676801,-0.00212251,-9.975e-05,-0.0,-0.0,5.95932364,16.93125181,5.95927624,-0.02012634,-0.0,-0.0,5.9633222,16.85201052,5.96327853,-0.02001932,0.0,-0.0,-0.00413001,0.07243724,-0.00413346,-9.4935e-05,0.0,0.0,5.95919219,16.92444776,5.95914508,-0.020114254999999998,0.0,-0.0
T145,1115,17.44733001,12.3568895,9.13475189,-0.09657705,0.07723455,-0.00555689,0.63567851,0.45385684,0.1705184,0.034460975,0.009220724999999999,0.01329051,18.08300852,12.81074634,9.30527029,-0.062116075,0.086455275,0.00773363,17.47973904,12.4042185,9.1699997,-0.09267597,0.07776298,-0.0045169,0.62087486,0.43636325,0.15287502,0.031863955,0.00880663,0.01252621,18.1006139,12.84058175,9.32287472,-0.060812019999999994,0.08656960999999999,0.008009309999999999,17.48417938,12.40804006,9.17345002,-0.09250549,0.07774348,-0.00450529,0.61650645,0.43101409,0.14803144,0.031371145,0.00867262,0.01228446,18.10068583,12.83905414,9.32148146,-0.06113435,0.086416095,0.00777917,17.45801087,12.35441076,9.12533597,-0.10027065,0.07817896,-0.00548775,0.62966427,0.44132646,0.1559235,0.03103562,0.008807684999999999,0.012585245,18.08767514,12.79573722,9.28125947,-0.06923503,0.086986645,0.0070975,17.47692692,12.39625003,9.16392176,-0.09417083,0.07774129,-0.00456217,0.6195939,0.43227324,0.14841043,0.030846804999999998,0.008683,0.012277045,18.09652081,12.82852327,9.31233219,-0.063324025,0.08642429,0.0077148749999999995,17.47820876,12.39656096,9.16354049,-0.09452105,0.07807836,-0.0046515,0.61290018,0.42631209,0.14390358,0.03034733,0.00863591,0.01211359,18.09110894,12.82287304,9.30744408,-0.064173725,0.08671427000000001,0.007462089999999999
T145,1117,9.71208872,8.17922606,6.20290889,0.09489852,-0.04696895,0.09011593,0.16223736,0.30168269,0.1696121,0.03100693,0.0266384,0.018868444999999998,9.87432608,8.48090875,6.37252099,0.12590545,-0.020330545,0.10898437,9.73670222,8.20220416,6.23010161,0.10034914,-0.04703168,0.08773547,0.15472015,0.29661002,0.15872456,0.0299959,0.02610833,0.01790717,9.89142237,8.49881419,6.38882617,0.130345035,-0.02092335,0.10564264000000001,9.73945367,8.20352764,6.23199041,0.10037091,-0.04728064,0.0875887,0.15270862,0.29504444,0.15476684,0.030002105,0.02593082,0.017655715000000002,9.89216229,8.49857208,6.38675725,0.13037301499999998,-0.02134982,0.10524441500000001,9.71812955,8.17271089,6.20103716,0.09425582,-0.04339885,0.08987837,0.16016213,0.30055355,0.16072631,0.03075507,0.026611475000000002,0.018908090000000002,9.87829168,8.47326444,6.36176348,0.12501088999999999,-0.016787370000000003,0.10878646,9.73443248,8.19538112,6.22543141,0.09884096,-0.04634939,0.08761253,0.15493775,0.29690598,0.1550062,0.030063685,0.026132505,0.01794833,9.88937023,8.4922871,6.38043762,0.12890464499999998,-0.020216885,0.10556086,9.73494679,8.19844005,6.22688213,0.0991234,-0.0464563,0.08801862,0.15131859,0.29430969,0.15175607,0.029763785,0.026018705,0.017637115000000002,9.88626538,8.49274974,6.3786382,0.12888718999999998,-0.020437595,0.105655725
T145,1119,9.73137158,25.90868779,13.79807518,-0.74467842,0.0,0.0,0.15081479,1.2799565,0.51916813,-0.0477157,0.0,0.0,9.88218637,27.1886443,14.31724331,-0.79239412,0.0,0.0,9.77523358,25.96692123,13.86679643,-0.74365943,-0.0,0.0,0.12506298,1.25114196,0.49177375,-0.047118400000000005,0.0,-0.0,9.90029657,27.21806319,14.35857018,-0.79077783,0.0,-0.0,9.78071029,25.97574808,13.87216769,-0.74377125,0.0,-0.0,0.11911209,1.24295881,0.48361445,-0.04684335,-0.0,0.0,9.89982238,27.21870689,14.35578214,-0.7906146000000001,-0.0,0.0,9.72152576,25.92703837,13.80043422,-0.74257905,-0.0,-0.0,0.12700818,1.26069212,0.49564127,-0.047040275,-0.0,0.0,9.84853394,27.1877305,14.29607549,-0.78961932,-0.0,-0.0,9.77188908,25.96271335,13.85720489,-0.74330972,-0.0,-0.0,0.118966,1.24646438,0.48411939,-0.046889765,0.0,0.0,9.89085508,27.20917773,14.34132428,-0.790199485,0.0,-0.0,9.7683302,25.96462309,13.85840139,-0.74339459,0.0,-0.0,0.1134088,1.2354878,0.47616011,-0.046582635,0.0,0.0,9.881739,27.20011089,14.33456149,-0.789977235,0.0,0.0
T145,1135,10.77003381,13.77038415,13.94364571,-0.46368233,-0.0,-0.0,0.2755956,0.36904179,0.27445201,0.024681059999999998,-0.0,0.0,11.04562941,14.13942595,14.21809771,-0.43900126500000003,-0.0,-0.0,10.79894375,13.80712706,13.96777204,-0.45979112,0.0,-0.0,0.25915642,0.35788713,0.27195521,0.02400902,0.0,-0.0,11.05810017,14.16501419,14.23972724,-0.4357821,0.0,-0.0,10.80058999,13.80986691,13.96948221,-0.45995603,0.0,0.0,0.25401727,0.35485581,0.27072451,0.023559185,0.0,0.0,11.05460726,14.16472272,14.24020672,-0.436396845,0.0,0.0,10.77360617,13.79206312,13.95695544,-0.46327395,-0.0,0.0,0.26497702,0.36951936,0.28118647,0.022792785,0.0,0.0,11.0385832,14.16158248,14.23814191,-0.440481175,-0.0,0.0,10.79442017,13.80619854,13.96633718,-0.45986964,-0.0,0.0,0.25527102,0.35873228,0.27418562,0.02299668,0.0,0.0,11.04969119,14.16493083,14.2405228,-0.43687296,0.0,0.0,10.79490093,13.80576112,13.96668297,-0.46055861,-0.0,-0.0,0.25015635,0.35298159,0.27013125,0.022921615,0.0,0.0,11.04505728,14.15874271,14.23681422,-0.43763699,0.0,-0.0
T145,1149,8.09054596,8.21019637,5.00147615,0.17727076,-0.0,-0.0,0.22536846,0.12158253,0.0669791,-0.0059728049999999994,0.0,-0.0,8.31591441,8.3317789,5.06845525,0.17129796,-0.0,-0.0,8.10195001,8.22346406,5.00831667,0.17658357,0.0,-0.0,0.22102229,0.11896431,0.0609225,-0.005012819999999999,0.0,0.0,8.3229723,8.34242838,5.06923917,0.17157075,0.0,0.0,8.10258608,8.22414396,5.00870093,0.17652976,-0.0,0.0,0.21960252,0.11788161,0.05845805,-0.004839525,0.0,-0.0,8.3221886,8.34202557,5.06715898,0.171690235,0.0,-0.0,8.09352975,8.21244646,5.00930907,0.17616223,0.0,0.0,0.22768313,0.12370456,0.06594022,-0.00499125,0.0,0.0,8.32121287,8.33615103,5.07524929,0.17117098,0.0,0.0,8.10049929,8.22131526,5.00981348,0.17656228,-0.0,0.0,0.22260398,0.12018747,0.06046468,-0.004875225,-0.0,-0.0,8.32310327,8.34150273,5.07027816,0.171687065,-0.0,-0.0,8.10136533,8.22264456,5.00907312,0.17637916,0.0,0.0,0.22016184,0.11819482,0.05820302,-0.004828825,-0.0,0.0,8.32152718,8.34083938,5.06727614,0.17155033,-0.0,0.0
T145,1193,10.09170503,6.2046771,5.21821479,0.49015557,-1.095e-05,-1.458e-05,0.26354667,0.13106859,0.11894852,0.038740855,-2.9e-07,6.3e-07,10.3552517,6.3357457,5.33716331,0.528896415,-1.124e-05,-1.395e-05,10.10517437,6.22340118,5.23778684,0.4887459,-1.094e-05,-1.446e-05,0.25551387,0.1223259,0.10853168,0.038328835,-2.1e-07,5.9e-07,10.36068824,6.34572708,5.34631852,0.527074735,-1.115e-05,-1.387e-05,10.10696428,6.22447124,5.23879673,0.48816261,-1.096e-05,-1.457e-05,0.25346891,0.12017462,0.10606185,0.038124240000000004,-1.6e-07,5.7e-07,10.36043319,6.34464586,5.34485858,0.52628685,-1.112e-05,-1.399e-05,10.06978199,6.18186395,5.20540467,0.49097893,-1.143e-05,-1.409e-05,0.25978908,0.12558569,0.11268456,0.037533615,-2.7e-07,6.7e-07,10.32957107,6.30744963,5.31808923,0.528512545,-1.17e-05,-1.342e-05,10.09654641,6.21144649,5.2285303,0.48726358,-1.123e-05,-1.44e-05,0.25858464,0.12355439,0.10963752,0.03748216,-1.9e-07,6.2e-07,10.35513106,6.33500089,5.33816782,0.524745745,-1.142e-05,-1.378e-05,10.10086988,6.21673341,5.23190691,0.48690615,-1.106e-05,-1.444e-05,0.25265035,0.1186865,0.10440147,0.03751909,-1.6e-07,5.8e-07,10.35352023,6.33541991,5.33630838,0.524425245,-1.122e-05,-1.386e-05
T145,1194,12.36013112,6.88468357,5.83749909,1.04165573,-0.00790546,-0.07185208,0.21873227,0.11793427,0.12866876,0.015148545,0.009068904999999999,0.02375647,12.57886338,7.00261784,5.96616786,1.05680427,0.00116344,-0.04809561,12.37456995,6.90142652,5.85457562,1.04139409,-0.00840979,-0.07173122,0.20906863,0.1088456,0.11797554,0.014450805,0.008824374999999999,0.023206445,12.58363857,7.01027211,5.97255116,1.055844895,0.00041459,-0.04852477,12.37659053,6.90254481,5.85548676,1.04086123,-0.00845408,-0.07169985,0.20637415,0.10657679,0.11532061,0.01404914,0.008819905,0.02326772,12.58296469,7.0091216,5.97080737,1.05491038,0.00036582,-0.048432130000000004,12.34416905,6.86565682,5.82592044,1.04284435,-0.00856737,-0.07125407,0.21719386,0.11363366,0.12265562,0.014672055,0.008546175,0.022818155,12.56136292,6.97929048,5.94857605,1.0575164049999999,-2.1204999999999998e-05,-0.04843591,12.36708259,6.89127898,5.84522599,1.03955863,-0.00840421,-0.07169396,0.21256542,0.11030856,0.11918717,0.013723755,0.00876718,0.023229055,12.57964801,7.00158755,5.96441316,1.0532823850000002,0.00036296500000000003,-0.04846491,12.37072845,6.89535813,5.84913885,1.03951726,-0.00837858,-0.07159197,0.20471559,0.10505286,0.11364315,0.01335991,0.008873845,0.023382495,12.57544404,7.00041099,5.962782,1.05287717,0.0004952649999999999,-0.04820947
T145,1197,9.65219965,6.3382248,5.24489462,-0.42808593,0.0,-0.0,0.17269647,0.0852513,0.08533502,0.06687130999999999,-0.0,-0.0,9.82489612,6.4234761,5.33022964,-0.361214615,-0.0,-0.0,9.66967806,6.35793508,5.26010908,-0.42871717,0.0,0.0,0.16467521,0.07661792,0.07571411,0.06681361499999999,0.0,-0.0,9.83435327,6.434553,5.33582319,-0.36190354999999996,0.0,-0.0,9.6712702,6.35894529,5.26119015,-0.42856833,-0.0,-0.0,0.16229286,0.07446144,0.07311047,0.066870345,-0.0,-0.0,9.83356306,6.43340673,5.33430062,-0.361697985,-0.0,-0.0,9.63982772,6.31796962,5.2241605,-0.42591868,-0.0,0.0,0.17299024,0.08149778,0.07977421,0.06700432,-0.0,0.0,9.81281796,6.3994674,5.30393471,-0.35891436,-0.0,0.0,9.66358906,6.34601284,5.25026534,-0.42735761,-0.0,0.0,0.16890051,0.07820822,0.0765724,0.066929015,0.0,-0.0,9.83248957,6.42422106,5.32683774,-0.360428595,0.0,-0.0,9.66658981,6.35101211,5.25444446,-0.42732864,0.0,0.0,0.16199376,0.07302318,0.07156395,0.06710873,0.0,0.0,9.82858357,6.42403529,5.3260084,-0.360219905,0.0,0.0
T145,1207,4.84542845,4.84542845,18.09045977,-0.0,0.0,0.0,0.01283183,0.01283183,0.11738574,0.0,0.0,-0.0,4.85826028,4.85826028,18.20784551,0.0,0.0,-0.0,4.86511268,4.86511268,18.08736854,-0.0,0.0,0.0,0.00707879,0.00707879,0.10857202,0.0,0.0,0.0,4.87219147,4.87219147,18.19594056,0.0,0.0,0.0,4.86600467,4.86600467,18.0881168,0.0,-0.0,-0.0,0.00646221,0.00646221,0.1055974,0.0,0.0,-0.0,4.87246689,4.87246689,18.19371419,0.0,0.0,-0.0,4.84960252,4.84960252,18.10146254,-0.0,-0.0,-0.0,0.01332551,0.01332551,0.11998768,0.0,-0.0,0.0,4.86292802,4.86292802,18.22145022,0.0,-0.0,0.0,4.86391293,4.86391293,18.09167502,0.0,-0.0,-0.0,0.00971999,0.00971999,0.11342087,-0.0,0.0,0.0,4.87363292,4.87363292,18.2050959,-0.0,0.0,-0.0,4.86482715,4.86482715,18.08815052,0.0,0.0,-0.0,0.00787835,0.00787835,0.108354,-0.0,0.0,-0.0,4.87270549,4.87270549,18.19650451,-0.0,0.0,-0.0
T145,1209,11.22206781,10.20751187,7.26851207,0.31897665,-0.0,0.0,0.25082167,0.10382471,0.11159468,-0.09073894,0.0,0.0,11.47288948,10.31133658,7.38010674,0.22823771,0.0,0.0,11.25203117,10.22897196,7.2861466,0.31699761,0.0,0.0,0.24578911,0.09943498,0.10313402,-0.093015175,-0.0,0.0,11.49782029,10.32840694,7.38928062,0.22398243499999998,0.0,0.0,11.25431009,10.23054047,7.28784947,0.31692044,0.0,0.0,0.24498007,0.09864576,0.10095724,-0.093699295,0.0,0.0,11.49929016,10.32918623,7.38880671,0.223221145,0.0,0.0,11.23616714,10.20726962,7.26826776,0.31550411,-0.0,0.0,0.25389966,0.10576721,0.10763189,-0.09367858500000001,-0.0,-0.0,11.4900668,10.31303683,7.37589965,0.221825525,-0.0,0.0,11.25107571,10.2276965,7.28470667,0.31646488,0.0,0.0,0.24832335,0.10090215,0.10240528,-0.09409841,-0.0,-0.0,11.49939906,10.32859865,7.38711195,0.222366475,-0.0,0.0,11.25196548,10.22691411,7.28442598,0.31658308,-0.0,-0.0,0.24485095,0.0981126,0.09976961,-0.094274705,0.0,0.0,11.49681643,10.32502671,7.38419559,0.222308375,-0.0,-0.0
T145,1241,7.83376004,4.05174454,3.72069664,1.00498779,-0.00024289,-0.08216484,0.15081764,0.09184415,0.09511925,-0.016770405000000002,0.00794919,0.022378875,7.98457768,4.14358869,3.81581589,0.988217385,0.0077063,-0.05978597,7.84347888,4.06306117,3.73279629,1.0039341,-0.00046688,-0.0818078,0.14724654,0.08881772,0.09101248,-0.017077290000000002,0.007760065,0.021959475,7.99072542,4.15187889,3.82380877,0.9868568099999999,0.007293185,-0.05984833,7.8442833,4.06377736,3.73341912,1.00377069,-0.00048382,-0.08179446,0.14556301,0.0878608,0.0894385,-0.01740642,0.007743795,0.022008445,7.98984631,4.15163816,3.82285762,0.9863642699999999,0.007259975,-0.059786015,7.8313401,4.04449038,3.71012709,1.005611,-0.00091653,-0.0820431,0.14898566,0.09000952,0.09134034,-0.01663929,0.007568775,0.021575585,7.98032576,4.13449989,3.80146743,0.98897171,0.006652245,-0.060467515,7.84053889,4.06006284,3.72672681,1.00362822,-0.00064878,-0.08191497,0.14655843,0.08863056,0.08975252,-0.01740519,0.007680035,0.021948074999999997,7.98709732,4.1486934,3.81647933,0.98622303,0.007031255,-0.059966895,7.84268287,4.06169783,3.73162467,1.0038437,-0.0005092,-0.08162546,0.14504984,0.08752182,0.08886973,-0.017585280000000002,0.00774252,0.02213536,7.9877327,4.14921966,3.82049441,0.9862584299999999,0.00723332,-0.059490100000000004
T145,1250,8.11059066,6.41136336,5.62951952,-0.01473889,0.02200627,0.1853583,0.17316979,0.1686525,0.1329105,0.0074738949999999995,-0.00147172,-0.00475416,8.28376045,6.58001587,5.76243002,-0.007264995,0.02053455,0.18060414,8.11931023,6.4234228,5.64073852,-0.0150617,0.0216065,0.18408112,0.17132441,0.16623557,0.1290986,0.0068295000000000005,-0.0013164,-0.0049520250000000005,8.29063464,6.58965837,5.76983713,-0.0082322,0.0202901,0.179129105,8.11990379,6.42393755,5.64113201,-0.01508454,0.02159067,0.18405084,0.17048832,0.16551794,0.12797599,0.00655823,-0.00124363,-0.00507199,8.29039211,6.58945549,5.769108,-0.008526305,0.02034704,0.17897885000000002,8.12062432,6.41668854,5.63233337,-0.01462171,0.02133753,0.18525926,0.17777674,0.17214996,0.1339689,0.006479485,-0.00111968,-0.0049677,8.29840106,6.58883849,5.76630226,-0.008142225,0.02021786,0.18029156000000002,8.12059555,6.42307193,5.63986873,-0.01518998,0.02166784,0.18429737,0.17366194,0.16803512,0.12999973,0.006483040000000001,-0.00120161,-0.005048365,8.29425749,6.59110705,5.76986846,-0.008706945,0.02046623,0.17924900500000002,8.11977582,6.42347659,5.64052791,-0.01508379,0.0216193,0.18407877,0.17143647,0.16614727,0.12822418,0.00643354,-0.00121351,-0.00512871,8.29121229,6.58962386,5.76875209,-0.00865025,0.020405795,0.17895006000000002
T145,1251,8.32581452,10.47850156,14.86931034,-0.26924397,0.0,0.0,0.18132254,0.40597381,0.73340563,-0.003979065,-0.0,0.0,8.50713705,10.88447538,15.60271597,-0.27322304,0.0,0.0,8.35304071,10.51243842,14.88830374,-0.27059405,0.0,-0.0,0.1660187,0.39027791,0.71942296,-0.004412475,-0.0,-0.0,8.51905941,10.90271633,15.6077267,-0.275006525,0.0,-0.0,8.35579296,10.51458866,14.89137724,-0.27080909,0.0,-0.0,0.16116523,0.38467579,0.71509388,-0.00454064,0.0,0.0,8.51695819,10.89926445,15.60647112,-0.27534973,0.0,0.0,8.30484517,10.46012326,14.87788136,-0.26803842,0.0,0.0,0.16871051,0.39319896,0.72848574,-0.004693005,0.0,0.0,8.47355568,10.85332222,15.6063671,-0.27273143,0.0,0.0,8.34305045,10.50194938,14.88758735,-0.27010968,0.0,0.0,0.16148124,0.38516531,0.71817653,-0.004655195,-0.0,0.0,8.50453169,10.88711468,15.60576388,-0.27476487,0.0,0.0,8.34508111,10.50371754,14.8876991,-0.27000268,-0.0,-0.0,0.15748561,0.38024836,0.71233967,-0.0045255899999999995,-0.0,-0.0,8.50256671,10.88396589,15.60003877,-0.27452827,-0.0,-0.0
T145,1256,26.9554847,13.34549678,9.08715599,1.11801858,-0.0,0.0,1.27955027,0.29318436,0.08752528,-0.01804973,0.0,0.0,28.23503497,13.63868114,9.17468127,1.09996885,0.0,0.0,27.00244044,13.38768438,9.12597941,1.11813296,0.0,0.0,1.26523675,0.27722482,0.07016024,-0.018907485,0.0,-0.0,28.26767718,13.6649092,9.19613965,1.099225475,0.0,-0.0,27.00766519,13.39152217,9.12936936,1.11811907,-0.0,-0.0,1.26024949,0.2732668,0.0657917,-0.019422635,0.0,-0.0,28.26791468,13.66478896,9.19516106,1.098696435,-0.0,-0.0,26.97400797,13.35221586,9.09452672,1.12126334,0.0,0.0,1.27559724,0.28328417,0.07628251,-0.018954895,-0.0,-0.0,28.24960521,13.63550003,9.17080923,1.1023084449999998,-0.0,-0.0,26.99847742,13.38414004,9.12609937,1.11772711,-0.0,0.0,1.26560963,0.27605018,0.06767738,-0.019521545,0.0,-0.0,28.26408705,13.66019022,9.19377675,1.09820556,0.0,-0.0,27.00023526,13.38313316,9.12336692,1.11834682,0.0,0.0,1.25739556,0.27058753,0.06272574,-0.019577385000000003,-0.0,-0.0,28.25763083,13.65372069,9.18609266,1.098769435,-0.0,-0.0
T145,1314,7.96137412,10.13386806,8.87559258,-0.31135403,-0.0,-0.0,0.13804454,0.20948612,0.2490279,0.003655015,0.0,0.0,8.09941866,10.34335418,9.12462048,-0.30769901499999996,-0.0,-0.0,7.97662843,10.1515693,8.8989884,-0.31160068,0.0,-0.0,0.13394548,0.20482545,0.2412081,0.0030472449999999996,-0.0,0.0,8.1105739,10.35639475,9.1401965,-0.308553435,-0.0,-0.0,7.97739194,10.15350725,8.90032723,-0.31173958,0.0,0.0,0.13270459,0.20411513,0.23921027,0.0028495200000000004,-0.0,0.0,8.11009654,10.35762238,9.1395375,-0.30889005,-0.0,0.0,7.96112145,10.14605056,8.87974948,-0.31215534,-0.0,-0.0,0.13781809,0.21341913,0.24796834,0.0033738300000000004,0.0,0.0,8.09893954,10.35946968,9.12771782,-0.30878151,-0.0,-0.0,7.97288619,10.15149462,8.89698983,-0.31153309,0.0,0.0,0.13406603,0.20740537,0.24132354,0.00291089,0.0,-0.0,8.10695222,10.35889998,9.13831337,-0.30862219999999996,0.0,-0.0,7.97355499,10.1515479,8.89616819,-0.31161388,0.0,0.0,0.13197962,0.20416175,0.23771834,0.002864895,-0.0,-0.0,8.10553461,10.35570965,9.13388653,-0.30874898500000003,0.0,-0.0
T145,1315,7.17041272,8.03928304,5.46194649,-0.1874477,0.0,0.0,0.2627187,0.12836066,0.09400038,0.038091915000000004,0.0,-0.0,7.43313142,8.1676437,5.55594687,-0.14935578500000002,0.0,0.0,7.18034847,8.04508878,5.47052486,-0.18709154,0.0,0.0,0.26299315,0.12658058,0.09217546,0.03732818,0.0,0.0,7.44334162,8.17166936,5.56270032,-0.14976336,0.0,0.0,7.18081046,8.04536428,5.47076365,-0.18705186,-0.0,0.0,0.26302452,0.12582925,0.0915071,0.037201835,0.0,0.0,7.44383497,8.17119353,5.56227075,-0.14985003000000002,0.0,0.0,7.17871658,8.04694333,5.46620101,-0.18708094,-0.0,0.0,0.27012197,0.13257262,0.09576737,0.03781544,0.0,0.0,7.44883856,8.17951595,5.56196838,-0.149265495,-0.0,0.0,7.18084258,8.0454381,5.46965522,-0.1870677,0.0,0.0,0.26595329,0.12827368,0.09289532,0.03741627,-0.0,-0.0,7.44679587,8.17371179,5.56255054,-0.14965143,0.0,0.0,7.18035677,8.04514831,5.47024773,-0.18704695,0.0,0.0,0.26402499,0.12639249,0.09168655,0.037296595,-0.0,0.0,7.44438176,8.1715408,5.56193427,-0.14975036,0.0,0.0
T145,1332,14.93471655,13.18778876,7.56464811,0.04923892,0.01562696,-0.00704181,0.21843006,0.33570401,0.07254503,-0.0396142,0.00035063499999999997,0.00685757,15.15314661,13.52349278,7.63719314,0.00962472,0.015977595,-0.00018425,14.98593968,13.21622308,7.60035867,0.05015174,0.01577927,-0.00664001,0.20155683,0.32015378,0.0560647,-0.042267895,0.00036112,0.006748005,15.18749651,13.53637687,7.65642336,0.007883845,0.016140385,0.000107995,14.99181428,13.22069356,7.60667594,0.05049219,0.01573513,-0.00665212,0.19544379,0.31523114,0.05254954,-0.043009074999999994,0.000350845,0.006721205,15.18725807,13.5359247,7.65922548,0.007483115,0.016085975000000002,6.908500000000001e-05,14.93344832,13.18861204,7.53621553,0.05267315,0.01587841,-0.00745185,0.20687534,0.32457845,0.05475824,-0.041404805,0.00040706499999999997,0.00667805,15.14032366,13.51319049,7.59097376,0.011268344999999999,0.016285479999999998,-0.0007738,14.98049922,13.21192164,7.59392737,0.05238596,0.01566867,-0.00685118,0.19805401,0.31730449,0.05162869,-0.04275532,0.00036193,0.006690425,15.17855323,13.52922612,7.64555606,0.00963064,0.0160306,-0.000160755,14.97847129,13.2131534,7.59306673,0.05091214,0.01572126,-0.00684542,0.19067535,0.31183998,0.04790987,-0.04382245,0.00034738499999999997,0.0066545,15.16914664,13.52499338,7.6409766,0.00708969,0.016068649999999997,-0.00019092000000000002
